Year,Age,Gender,Spending,Stay,Country_of_origin
2023,38,0,1163,20,Australia
2023,29,0,999,10,Australia
2023,36,0,559,8,Australia
2023,50,0,580,17,Australia
2023,68,0,524,24,Australia
2023,55,0,1194,25,Australia
2023,38,1,1935,24,Australia
2023,2,0,1674,15,Australia
2023,26,1,989,25,Australia
2023,50,0,1846,26,Australia
2023,43,0,1835,18,Australia
2023,27,0,1445,11,Australia
2023,30,0,473,15,Australia
2023,56,1,1298,25,Australia
2023,40,0,611,26,Australia
2023,34,1,875,27,Australia
2023,28,1,483,24,Australia
2023,59,0,850,22,Australia
2023,56,0,1086,24,Australia
2023,49,0,891,28,Australia
2023,3,0,1272,28,Australia
2023,6,0,1776,17,Australia
2023,18,1,972,25,Australia
2023,23,0,1237,21,Australia
2023,35,1,1549,19,Australia
2023,15,0,1680,18,Australia
2023,38,0,1165,19,Australia
2023,52,1,1229,25,Australia
2023,25,0,1795,20,Australia
2023,17,1,1036,7,Australia
2023,39,0,1915,19,Australia
2023,52,1,1950,27,Australia
2023,31,0,1906,13,Australia
2023,41,1,1439,23,Australia
2023,55,0,1369,24,Australia
2023,22,1,738,18,Australia
2023,56,0,1502,14,Australia
2023,23,0,1943,6,Australia
2023,40,1,846,13,Australia
2023,20,0,1037,21,Australia
2023,36,0,1508,9,Australia
2023,30,0,571,12,Australia
2023,36,0,1812,16,Australia
2023,46,0,1192,22,Australia
2023,22,0,480,26,Australia
2023,30,0,1765,27,Australia
2023,50,1,900,13,Australia
2023,42,1,853,16,Australia
2023,47,0,1627,21,Australia
2023,38,0,1086,7,Canada
2023,19,0,691,11,Canada
2023,19,1,1978,19,Canada
2023,42,1,984,18,Canada
2023,5,0,1621,19,Canada
2023,37,1,1784,13,Canada
2023,57,1,1922,20,Chile
2023,17,0,490,27,Chile
2023,22,0,788,6,Chile
2023,54,0,1814,14,Chile
2023,34,1,1632,6,Chile
2023,6,0,1099,25,Chile
2023,5,1,1591,15,Cook Islands
2023,63,0,484,20,Cook Islands
2023,39,0,1167,18,Cook Islands
2023,56,1,662,26,Cook Islands
2023,42,0,1992,12,Cook Islands
2023,57,0,1255,8,Cook Islands
2023,37,0,1332,22,Cook Islands
2023,26,1,1204,7,Cook Islands
2023,38,0,1287,17,Fiji
2023,28,0,1402,15,Fiji
2023,17,1,514,18,Fiji
2023,55,0,564,9,Fiji
2023,38,0,1973,21,Fiji
2023,39,0,1423,27,Fiji
2023,25,0,486,20,Fiji
2023,38,1,1301,18,Fiji
2023,48,0,1734,25,Fiji
2023,48,0,1642,28,Fiji
2023,18,1,1195,8,Fiji
2023,42,0,712,18,Fiji
2023,43,0,1819,28,French Polynesia
2023,39,0,1775,21,French Polynesia
2023,39,0,1584,25,French Polynesia
2023,30,1,613,16,French Polynesia
2023,43,1,1489,21,French Polynesia
2023,35,0,2005,24,French Polynesia
2023,26,0,698,22,Hong Kong
2023,53,0,1062,28,Hong Kong
2023,46,1,789,21,Hong Kong
2023,50,0,1165,17,Hong Kong
2023,30,0,1020,7,Hong Kong
2023,39,1,879,14,Hong Kong
2023,41,0,1458,23,Hong Kong
2023,41,0,1836,14,Hong Kong
2023,47,0,1786,10,Japan
2023,41,0,1521,13,Japan
2023,41,1,1976,16,Japan
2023,19,1,1785,18,Japan
2023,18,1,595,7,Japan
2023,41,0,794,16,Japan
2023,36,0,1742,6,Japan
2023,36,0,1737,18,Japan
2023,23,0,1239,8,Malaysia
2023,31,1,1600,13,Malaysia
2023,33,0,1051,13,Malaysia
2023,47,1,712,14,Malaysia
2023,36,0,871,22,Malaysia
2023,52,0,1912,25,Malaysia
2023,41,0,702,14,New Caledonia
2023,28,1,1884,22,New Caledonia
2023,36,0,743,13,New Caledonia
2023,38,1,1711,22,New Caledonia
2023,51,0,1936,22,Samoa
2023,41,1,1896,16,Samoa
2023,42,0,564,6,Samoa
2023,22,0,973,6,Samoa
2023,27,0,1983,27,Samoa
2023,39,0,809,8,Samoa
2023,39,0,1384,27,Samoa
2023,30,0,1904,7,Samoa
2023,18,1,1901,17,Singapore
2023,23,1,629,23,Singapore
2023,31,0,524,15,Singapore
2023,39,1,670,19,Singapore
2023,41,0,1321,19,Singapore
2023,36,0,1433,25,Singapore
2023,41,1,1520,23,Singapore
2023,43,1,1385,20,Singapore
2023,50,1,1244,18,Singapore
2023,56,0,1392,18,Singapore
2023,47,0,1638,15,Singapore
2023,44,0,600,13,Singapore
2023,17,0,700,7,Singapore
2023,39,1,800,6,Singapore
2023,42,1,600,3,South Korea
2023,56,0,955,2,South Korea
2023,48,0,800,7,South Korea
2023,26,0,473,5,South Korea
2023,21,1,505,9,South Korea
2023,25,1,800,4,South Korea
2023,18,0,951,8,United Arab Emirates
2023,36,1,502,11,United Arab Emirates
2023,43,0,600,9,United Arab Emirates
2023,30,0,800,11,United Arab Emirates
2023,52,0,960,9,United Arab Emirates
2023,24,0,878,7,United Arab Emirates
2023,44,0,481,12,United Arab Emirates
2023,41,1,824,14,United Arab Emirates
2023,36,0,540,20,United States
2023,29,1,960,6,United States
2023,35,0,540,11,United States
2023,29,0,459,10,United States
2023,47,0,555,10,United States
2023,36,1,623,11,United States
2023,39,0,990,14,United States
2023,18,0,961,9,United States
2023,18,0,963,23,United States
2023,39,1,966,17,United States
2023,36,0,654,12,United States
2023,25,0,704,14,United States
2023,17,1,573,7,United States
2023,36,0,987,14,United States
2023,24,1,741,14,United States
2023,35,1,521,6,United States
2023,25,0,805,12,United States
2023,36,1,560,14,United States
2023,43,0,459,12,United States
2023,50,0,700,10,United States
2023,50,1,800,10,United States
2023,37,0,900,7,United States
2023,36,1,799,7,United States
2023,26,1,500,6,United States
2023,23,0,700,5,United States
2023,27,0,930,7,United States
2023,36,1,500,8,United States
2023,26,0,860,9,United States
2023,25,0,900,6,United States
2023,26,0,800,5,Australia
2023,20,1,700,8,Australia
2023,17,1,900,28,Australia
2023,20,0,800,23,Australia
2023,23,1,900,17,Australia
2023,14,0,596,9,Australia
2023,44,0,963,20,Australia
2023,29,0,842,17,Australia
2023,46,1,960,6,Australia
2023,17,0,600,12,Australia
2023,49,0,750,26,Australia
2023,29,0,569,9,Australia
2023,23,1,874,15,Australia
2023,36,0,499,28,Australia
2023,36,1,853,21,Australia
2023,48,0,873,18,Australia
2023,35,1,895,26,Australia
2023,16,1,966,10,Australia
2023,21,0,666,19,Australia
2023,29,0,960,10,Australia
2023,45,0,717,25,Australia
2023,29,0,852,7,Australia
2023,17,0,450,13,Australia
2023,31,1,900,7,Australia
2023,48,1,650,6,Australia
2023,26,0,750,3,Australia
2023,20,0,860,2,Australia
2023,22,0,960,7,Australia
2023,44,1,750,5,Australia
2023,40,0,600,9,Australia
2023,28,0,600,4,Australia
2023,40,1,854,8,Australia
2023,42,1,600,11,Australia
2023,32,0,679,9,Australia
2023,42,1,716,11,Australia
2023,36,1,600,9,Australia
2023,30,1,474,7,Australia
2023,17,0,705,12,Australia
2023,46,0,500,14,Australia
2023,32,1,645,20,Australia
2023,25,1,900,6,Australia
2023,20,1,700,11,Australia
2023,35,0,850,10,Australia
2023,22,0,953,10,Australia
2023,30,1,1100,11,Australia
2023,31,0,1500,14,Australia
2023,36,0,1000,9,Australia
2023,25,0,900,23,Australia
2023,32,0,900,17,Australia
2023,32,1,600,12,Australia
2023,26,0,700,14,Australia
2023,35,0,850,7,Australia
2023,29,1,840,14,Australia
2023,45,0,950,14,Australia
2023,44,0,700,6,Australia
2023,32,1,600,12,Australia
2023,19,0,900,14,Australia
2023,32,0,950,12,Australia
2023,17,0,960,10,Australia
2023,44,1,960,10,Australia
2023,25,0,1100,7,Australia
2023,20,0,800,7,Australia
2023,32,1,900,6,Australia
2023,20,0,930,5,Australia
2023,32,0,800,7,Australia
2023,54,0,960,8,Australia
2023,27,0,746,9,Australia
2023,21,0,538,6,Australia
2023,50,0,450,5,Australia
2023,18,1,960,8,Australia
2023,26,1,780,15,Australia
2023,63,0,810,13,Australia
2023,57,0,1200,7,Australia
2023,18,1,520,6,Australia
2023,33,1,660,3,Australia
2023,18,0,870,2,Australia
2023,64,0,930,7,Australia
2023,48,0,710,5,Australia
2023,51,0,650,9,Australia
2023,35,0,740,4,Australia
2023,35,0,722,8,Australia
2023,31,1,1200,11,Australia
2023,30,0,1400,9,Australia
2023,37,0,1000,11,Australia
2023,38,0,960,9,Australia
2023,40,0,654,7,Australia
2023,18,0,1000,12,Australia
2023,18,0,1100,14,Australia
2023,37,1,1300,20,Australia
2023,28,0,1000,6,Australia
2023,29,0,500,11,Australia
2023,50,1,900,10,Australia
2023,18,1,1100,10,Australia
2023,18,0,1400,11,Australia
2023,60,1,1300,14,Australia
2023,18,1,1500,9,Australia
2023,26,0,1200,23,Australia
2023,16,0,1020,17,Australia
2023,40,1,1000,12,Australia
2023,19,1,900,14,Australia
2023,21,0,500,7,Australia
2023,49,0,1400,14,Australia
2023,23,0,2000,14,Australia
2023,22,0,1100,6,Australia
2023,18,1,1040,12,Australia
2023,36,0,1600,14,Australia
2023,28,1,1100,12,Australia
2023,33,1,1400,10,Australia
2023,18,0,1100,10,Australia
2023,32,1,700,7,Australia
2023,34,0,1020,7,Australia
2023,38,0,1600,6,Australia
2023,43,1,900,5,Australia
2023,19,0,1000,7,Australia
2023,56,0,630,8,Australia
2023,37,0,940,9,Australia
2023,40,1,1200,6,Australia
2023,23,0,1300,5,Australia
2023,37,1,1700,8,Australia
2023,22,0,160,11,Australia
2023,30,0,1000,26,Australia
2023,46,1,1600,6,Australia
2023,23,0,725,23,Australia
2023,31,1,1400,13,Australia
2023,25,1,1454,24,Australia
2023,32,0,1578,10,Canada
2023,31,1,711,26,Canada
2023,18,0,1269,10,Canada
2023,31,0,863,25,Canada
2023,46,0,1014,8,Canada
2023,30,0,734,21,Canada
2023,40,0,1427,6,Canada
2023,36,0,1743,15,Canada
2023,30,1,1195,18,Chile
2023,32,1,649,21,Chile
2023,28,0,574,10,Chile
2023,24,0,870,20,Chile
2023,42,1,996,12,Chile
2023,25,0,665,11,Chile
2023,48,1,548,28,Cook Islands
2023,40,1,1102,17,Cook Islands
2023,18,1,1544,10,Cook Islands
2023,23,0,1200,9,Cook Islands
2023,30,1,468,12,Cook Islands
2023,21,0,1242,13,Cook Islands
2023,50,1,591,14,Cook Islands
2023,37,0,1039,12,Cook Islands
2023,33,0,554,7,Fiji
2023,18,1,870,15,Fiji
2023,31,0,568,26,Fiji
2023,43,1,834,20,Fiji
2023,33,0,857,15,Fiji
2023,30,0,994,6,Fiji
2023,28,0,1721,12,Fiji
2023,38,0,505,14,Fiji
2023,44,0,1484,25,Hong Kong
2023,33,1,919,21,Hong Kong
2023,25,0,496,16,Hong Kong
2023,35,1,2011,10,Hong Kong
2023,39,1,1986,25,Hong Kong
2023,53,1,591,18,Hong Kong
2023,23,0,1387,12,Hong Kong
2023,20,0,1467,15,Hong Kong
2023,30,0,1196,12,Japan
2023,18,0,712,25,Japan
2023,29,0,660,27,Japan
2023,53,0,1755,18,Japan
2023,30,0,867,23,Japan
2023,17,0,1749,13,Japan
2023,30,1,1537,7,Japan
2023,39,0,2015,6,Japan
2023,22,0,1937,3,Malaysia
2023,17,0,1978,2,Malaysia
2023,56,1,673,7,Malaysia
2023,37,0,1724,5,Malaysia
2023,33,0,1664,9,Malaysia
2023,31,0,1814,4,Malaysia
2023,37,1,1489,8,Malaysia
2023,29,0,750,11,Malaysia
2023,51,0,542,9,Samoa
2023,35,0,929,11,Samoa
2023,33,0,860,9,Samoa
2023,18,1,539,7,Samoa
2023,33,0,1255,12,Samoa
2023,39,0,1976,14,Samoa
2023,30,0,771,20,Samoa
2023,20,0,1761,6,Singapore
2023,56,0,1002,11,Singapore
2023,36,0,1265,10,Singapore
2023,28,0,1932,10,Singapore
2023,42,1,738,11,Singapore
2023,17,1,1747,14,Singapore
2023,40,0,1970,9,Singapore
2023,44,1,933,23,Singapore
2023,40,0,581,17,Singapore
2023,39,0,1683,12,Singapore
2023,36,1,1022,14,Singapore
2023,29,0,831,7,Singapore
2023,37,0,688,14,Singapore
2023,30,1,665,14,Singapore
2023,49,0,1999,6,Singapore
2023,19,0,992,12,Singapore
2023,29,1,1498,14,South Korea
2023,27,0,1553,12,South Korea
2023,18,0,473,10,South Korea
2023,33,1,763,10,South Korea
2023,50,0,1813,7,South Korea
2023,29,0,1598,7,South Korea
2023,23,0,968,6,South Korea
2023,29,0,910,5,South Korea
2023,56,0,1183,7,Tonga
2023,47,1,1537,8,Tonga
2023,33,0,808,9,Tonga
2023,25,0,1873,6,Tonga
2023,36,1,1142,5,Tonga
2023,32,1,1640,8,Tonga
2023,38,0,632,20,Tonga
2023,25,0,1448,15,United Arab Emirates
2023,43,0,1353,7,United Arab Emirates
2023,34,0,1038,22,United Arab Emirates
2023,29,0,965,12,United Arab Emirates
2023,23,0,566,9,United Arab Emirates
2023,34,0,1875,20,United Arab Emirates
2023,30,1,1869,25,United Arab Emirates
2023,26,0,683,16,United Arab Emirates
2023,31,0,1475,6,United States
2023,29,0,1922,24,United States
2023,33,1,2015,13,United States
2023,18,0,1952,7,United States
2023,48,0,1410,6,United States
2023,36,0,1594,3,United States
2023,55,1,1786,2,United States
2023,19,1,963,7,United States
2023,52,0,1213,5,United States
2023,59,1,694,9,United States
2023,34,1,1883,4,United States
2023,36,1,1615,8,United States
2023,44,0,898,11,United States
2023,30,0,625,9,United States
2023,36,0,502,11,United States
2023,49,1,1951,9,United States
2023,38,1,1270,7,United States
2023,35,0,1605,12,United States
2023,52,0,450,14,United States
2023,56,1,660,20,United States
2023,35,1,1639,6,United States
2023,46,0,1627,11,United States
2023,28,0,782,10,United States
2023,29,0,942,10,United States
2023,36,0,1232,11,United States
2023,42,1,598,14,United States
2023,35,1,1746,9,United States
2023,42,1,566,23,United States
2023,48,1,1571,17,United States
2023,36,1,1039,12,United States
2023,50,1,1024,14,United States
2023,59,0,1848,7,United States
2023,18,1,680,14,United States
2023,52,0,1462,14,United States
2023,41,1,770,6,United States
2023,27,0,788,12,United States
2023,44,1,598,14,United States
2023,58,1,1315,12,United States
2023,22,0,718,10,United States
2023,44,1,1301,10,United States
2023,31,0,1559,7,United States
2023,31,0,729,7,United States
2023,52,0,1862,6,United States
2023,36,1,760,5,United States
2023,32,1,502,7,United States
2023,51,1,861,8,Australia
2023,36,0,1527,9,Australia
2023,55,0,1679,6,Australia
2023,32,0,1987,5,Australia
2023,42,1,907,8,Australia
2023,33,1,975,19,Australia
2023,50,1,1748,25,Australia
2023,40,1,502,22,Australia
2023,40,1,657,18,Australia
2023,49,1,2026,6,Australia
2023,39,1,1032,13,Australia
2023,33,0,989,7,Australia
2023,43,0,864,6,Australia
2023,56,1,1298,3,Australia
2023,59,0,1390,2,Australia
2023,29,1,1924,7,Australia
2023,23,1,1869,5,Australia
2023,33,1,1913,9,Australia
2023,24,1,459,4,Australia
2023,44,1,1234,8,Australia
2023,23,1,1081,11,Australia
2023,37,1,1361,9,Australia
2023,19,0,1276,11,Australia
2023,37,0,620,9,Australia
2023,35,0,857,7,Australia
2023,56,1,1181,12,Australia
2023,30,1,1190,14,Australia
2023,49,1,1328,20,Australia
2023,37,0,560,6,Australia
2023,40,1,2015,11,Australia
2023,36,0,1157,10,Australia
2023,31,0,1459,10,Australia
2023,23,0,843,11,Australia
2023,39,1,472,14,Australia
2023,27,1,470,9,Australia
2023,52,1,1109,23,Australia
2023,43,1,1596,17,Australia
2023,48,0,743,12,Australia
2023,42,1,561,14,Australia
2023,39,1,896,7,Australia
2023,33,0,608,14,Australia
2023,40,0,1765,14,Australia
2023,55,0,795,6,Australia
2023,31,1,836,12,Australia
2023,44,0,1291,14,Australia
2023,55,0,694,12,Australia
2023,33,0,1697,10,Australia
2023,20,0,615,10,Australia
2023,59,0,717,7,Australia
2023,55,0,782,7,Australia
2023,55,0,873,6,Australia
2023,32,0,1212,5,Australia
2023,41,1,1839,7,Australia
2023,30,0,1205,8,Australia
2023,23,1,1486,9,Australia
2023,59,0,1175,6,Australia
2023,20,1,916,5,Australia
2023,47,0,1035,8,Australia
2023,38,0,1868,7,Australia
2023,28,0,1248,12,Australia
2023,43,0,887,11,Australia
2023,41,0,894,28,Australia
2023,24,0,812,15,Australia
2023,29,0,1693,28,Australia
2023,31,1,1539,27,Australia
2023,20,0,1495,13,Australia
2023,22,0,798,7,Australia
2023,52,0,1790,6,Australia
2023,56,0,590,3,Australia
2023,17,0,560,2,Australia
2023,38,1,1393,7,Australia
2023,52,0,1480,5,Australia
2023,28,0,679,9,Australia
2023,47,1,704,4,Australia
2023,56,0,604,8,Australia
2023,32,0,1226,11,Australia
2023,26,0,1972,9,Australia
2023,34,0,1074,11,Australia
2023,17,0,1541,9,Australia
2023,54,0,469,7,Australia
2023,55,1,1350,12,Australia
2023,56,0,1891,14,Australia
2023,55,1,1457,20,Australia
2023,1,0,993,6,Australia
2023,2,0,1429,11,Australia
2023,51,0,666,10,Australia
2023,22,0,1986,10,Australia
2023,2,1,1411,11,Australia
2023,2,0,1729,14,Australia
2023,21,1,548,9,Australia
2023,51,1,1216,23,Australia
2023,45,0,1191,17,Australia
2023,27,0,510,12,Australia
2023,41,0,645,14,Australia
2023,48,0,1898,7,Australia
2023,8,0,1435,14,Australia
2023,9,1,1664,14,Australia
2023,18,0,1981,6,Australia
2023,19,1,1192,12,Australia
2023,50,0,481,14,Australia
2023,45,0,717,12,Australia
2023,52,1,1486,10,Australia
2023,15,0,1918,10,Australia
2023,15,1,1817,7,Australia
2023,3,0,2004,7,Australia
2023,39,1,585,6,Australia
2023,30,0,668,5,Australia
2023,32,1,463,7,Australia
2023,41,0,1942,8,Australia
2023,32,1,1634,9,Australia
2023,32,0,1379,6,Australia
2023,32,0,2015,5,Australia
2023,21,1,1833,8,Australia
2023,27,0,1788,26,Australia
2023,32,0,875,8,Australia
2023,53,0,1594,13,Australia
2023,51,0,1456,7,Australia
2023,18,0,1156,6,Australia
2023,57,0,1094,3,Australia
2023,33,0,853,2,Australia
2023,33,1,1936,7,Australia
2023,12,1,1135,5,Australia
2023,26,0,907,9,Australia
2023,36,0,787,4,Australia
2023,34,0,1680,8,Australia
2023,57,1,1704,11,Australia
2023,31,1,1560,9,Australia
2023,49,0,1190,11,Australia
2023,35,1,1190,9,Australia
2023,17,1,642,7,Australia
2023,48,0,765,12,Australia
2023,26,0,659,14,Australia
2023,15,0,1054,20,Canada
2023,12,1,641,6,Canada
2023,39,0,831,11,Canada
2023,11,1,657,10,Canada
2023,17,0,857,10,Canada
2023,11,0,1207,11,Canada
2023,25,1,954,14,Canada
2023,43,0,1020,9,Canada
2023,17,0,953,23,Chile
2023,38,0,865,17,Chile
2023,44,1,1140,12,Chile
2023,45,0,1108,14,Chile
2023,28,0,724,7,Chile
2023,29,1,723,14,Chile
2023,25,0,1102,14,Chile
2023,28,0,1801,6,China
2023,33,0,960,12,China
2023,26,0,840,14,China
2023,52,1,740,12,China
2023,39,0,977,10,China
2023,20,0,827,10,China
2023,26,1,650,7,China
2023,23,0,921,7,China
2023,21,0,877,6,China
2023,52,0,1630,5,China
2023,35,0,1498,7,China
2023,30,1,677,8,China
2023,49,1,538,9,Cook Islands
2023,30,0,1476,6,Cook Islands
2023,32,0,1663,5,Cook Islands
2023,57,0,1875,8,Cook Islands
2023,34,1,581,12,Cook Islands
2023,20,0,1804,16,Cook Islands
2023,35,0,871,14,Cook Islands
2023,52,1,650,11,Fiji
2023,45,0,1450,9,Fiji
2023,34,0,11030,13,Fiji
2023,32,0,1140,7,Fiji
2023,39,0,1142,6,Fiji
2023,58,1,910,3,Fiji
2023,37,1,650,2,Fiji
2023,32,1,2100,7,Fiji
2023,57,0,660,5,French Polynesia
2023,59,0,740,9,French Polynesia
2023,26,0,690,4,French Polynesia
2023,31,0,580,8,French Polynesia
2023,20,1,750,11,French Polynesia
2023,32,0,851,9,French Polynesia
2023,59,1,953,11,French Polynesia
2023,27,0,680,9,French Polynesia
2023,35,0,655,7,Hong Kong
2023,29,0,800,12,Hong Kong
2023,22,1,587,14,Hong Kong
2023,53,0,610,20,Hong Kong
2023,33,1,980,6,Hong Kong
2023,29,0,670,11,Hong Kong
2023,32,1,880,10,Hong Kong
2023,23,0,960,10,Hong Kong
2023,26,0,880,11,Hong Kong
2023,28,0,1020,14,Japan
2023,28,0,748,9,Japan
2023,58,0,453,23,Japan
2023,32,0,1100,17,Japan
2023,49,1,1600,12,Japan
2023,33,1,949,14,Japan
2023,56,0,640,7,Japan
2023,42,1,750,14,Japan
2023,52,0,850,14,Malaysia
2023,50,0,560,6,Malaysia
2023,44,0,999,12,Malaysia
2023,47,0,1100,14,Malaysia
2023,21,0,948,12,Malaysia
2023,53,1,539,10,Malaysia
2023,22,1,1400,10,Malaysia
2023,55,0,599,7,Samoa
2023,17,0,680,7,Samoa
2023,24,1,1200,6,Samoa
2023,32,0,847,5,Samoa
2023,35,1,504,7,Samoa
2023,33,0,1619,8,Samoa
2023,49,1,1937,9,Samoa
2023,25,0,1200,6,Samoa
2023,48,1,1100,5,Singapore
2023,33,0,705,8,Singapore
2023,26,0,1857,27,Singapore
2023,50,0,1300,9,Singapore
2023,21,0,1438,8,Singapore
2023,18,0,1020,7,Singapore
2023,29,0,990,13,Singapore
2023,55,0,1187,7,Singapore
2023,36,0,1801,6,Singapore
2023,36,0,872,3,Singapore
2023,49,0,1570,2,Singapore
2023,57,0,1110,7,Singapore
2023,46,0,514,5,Singapore
2023,29,0,769,9,Singapore
2023,57,0,741,4,Singapore
2023,17,0,1020,8,Singapore
2023,42,1,690,11,South Korea
2023,22,0,1100,9,South Korea
2023,19,0,1200,11,South Korea
2023,48,0,682,9,South Korea
2023,32,0,940,7,South Korea
2023,36,0,850,12,South Korea
2023,25,1,750,14,South Korea
2023,30,1,464,20,South Korea
2023,47,1,940,6,Tonga
2023,25,0,851,11,Tonga
2023,22,1,477,10,Tonga
2023,65,0,660,10,Tonga
2023,36,1,687,11,Tonga
2023,47,1,590,14,Tonga
2023,2,0,789,9,United Arab Emirates
2023,53,1,1100,23,United Arab Emirates
2023,3,1,1200,17,United Arab Emirates
2023,57,1,950,12,United Arab Emirates
2023,42,1,801,14,United Arab Emirates
2023,33,0,1065,7,United Arab Emirates
2023,32,0,820,14,United Arab Emirates
2023,28,0,652,14,United Arab Emirates
2023,57,0,960,6,United States
2023,57,0,762,12,United States
2023,35,0,810,14,United States
2023,21,1,650,12,United States
2023,22,1,801,10,United States
2023,28,1,1120,10,United States
2023,46,1,794,7,United States
2023,56,0,688,7,United States
